data
34.800000000000004
34.800000000000004
34.7
34.5
34.400000000000006
34.400000000000006
34.300000000000004
34.300000000000004
34.1
34.0
33.900000000000006
33.800000000000004
33.7
33.6
33.6
33.400000000000006
33.2
33.2
33.2
33.0
33.0
32.900000000000006
32.800000000000004
32.7
32.7
32.6
32.5
32.4
32.300000000000004
32.2
32.1
32.0
31.9
31.9
31.8
31.7
31.599999999999998
31.599999999999998
31.4
31.4
31.4
31.2
31.099999999999998
31.099999999999998
31.0
30.9
30.9
30.8
30.7
30.599999999999998
30.5
30.5
30.4
30.3
30.2
30.2
30.099999999999998
30.0
30.0
